# FB(F=0) Tele	Strip	 IsBad
0	1	11	1
0	1	17	1

0	2	10	1
0	2	26	1

1	3	6	1
1	3	7	1
1	3	8	1
1	3	9	1
1	3	10	1

0	6	24	1
0	6	26	1

0	7	3	1
